"TIME","TEMP_P","TEMP_H","PRESS","HUMID","AccX","AccY","AccZ","GyrX","GyrY","GyrZ","MagX","MagY","MagZ"
1520195675.5807369, 30.587499618530273, 32.709922790527344, 989.60595703125, 29.56888771057129, 0.0053338101133704185, -0.026534847915172577, 1.0001319646835327, -0.0009740777313709259, -0.0017569400370121002, -0.0011294586583971977, -2.8166136741638184, 9.0219144821167, -15.895079612731934
1520195677.7455456, 30.597915649414062, 32.65620803833008, 989.59814453125, 29.609333038330078, 0.00315179699100554, -0.02677607536315918, 1.002325177192688, 0.0014115050435066223, -0.0005736947059631348, -0.00015733856707811356, -3.930022954940796, 13.607545852661133, -23.82892608642578
1520195679.8998516, 30.59375, 32.620399475097656, 989.599853515625, 29.133333206176758, 0.003879134776070714, -0.025811171159148216, 1.006224274635315, -0.0006908401846885681, -0.000545252114534378, 0.0010966584086418152, -4.696969509124756, 16.082277297973633, -28.2675724029541
1520195682.0585861, 30.59166717529297, 32.709922790527344, 989.5771484375, 29.66844367980957, 0.0026669050566852093, -0.025569945573806763, 1.0050058364868164, -0.0024990178644657135, -0.0017743408679962158, -0.0010347412899136543, -4.769700527191162, 17.101900100708008, -30.101627349853516
1520195684.216065, 30.587499618530273, 32.566688537597656, 989.571044921875, 30.004444122314453, 0.003879134776070714, -0.02532871812582016, 1.004762053489685, -0.00042821094393730164, -0.0008355230093002319, 0.000808345153927803, -4.831239700317383, 17.53746223449707, -31.09690284729004
1520195686.3695545, 30.59166717529297, 32.6383056640625, 989.5859375, 29.988887786865234, 0.0033942428417503834, -0.026534847915172577, 1.002325177192688, 0.0017050355672836304, 0.0015935823321342468, 0.0002025766298174858, -4.9925150871276855, 17.61722183227539, -31.763198852539062
1520195688.5999894, 30.59583282470703, 32.6920166015625, 989.577392578125, 29.45688819885254, 0.0029093509074300528, -0.02532871812582016, 1.0015939474105835, -0.001006990671157837, -0.0011331140995025635, 0.0008383002132177353, -4.892106056213379, 18.142486572265625, -32.88446044921875
1520195690.8259592, 30.614582061767578, 32.67411422729492, 989.5615234375, 29.48177719116211, 0.0029093509074300528, -0.02532871812582016, 1.0013504028320312, -0.0006769560277462006, -0.0007867328822612762, -0.0007049264386296272, -4.8383378982543945, 18.309268951416016, -32.662315368652344
1520195693.0513942, 30.620834350585938, 32.709922790527344, 989.539794921875, 29.36977767944336, 0.001939567388035357, -0.02243400737643242, 1.0057368278503418, -0.001559518277645111, -0.0034807883203029633, -0.0006799874827265739, -4.764201641082764, 18.704574584960938, -32.5359992980957
1520195695.274738, 30.625, 32.620399475097656, 989.554443359375, 30.268888473510742, 0.0021820133551955223, -0.02605239674448967, 1.006711721420288, 0.00022951140999794006, 0.0011112317442893982, -0.000631134957075119, -5.1324944496154785, 18.541505813598633, -32.4393196105957
1520195697.5038927, 30.620834350585938, 32.7457275390625, 989.64697265625, 30.25955581665039, 0.0033942428417503834, -0.02605239674448967, 1.0071990489959717, 0.00019306689500808716, -0.0001101568341255188, -0.0012005278840661049, -5.348637104034424, 18.539186477661133, -31.761789321899414
1520195699.7279081, 30.62708282470703, 32.6383056640625, 989.73046875, 29.590665817260742, 0.006061147898435593, -0.026534847915172577, 1.0015939474105835, -0.004605472087860107, -0.0006898157298564911, -0.000620570033788681, -5.27438497543335, 18.776445388793945, -32.188655853271484
1520195701.9228854, 30.629165649414062, 32.60249710083008, 989.666015625, 29.674667358398438, 0.02472948282957077, 0.050743646919727325, 1.0086612701416016, -0.01744864135980606, -0.010167166590690613, -0.0005998732522130013, -5.141416549682617, 18.463048934936523, -32.11490249633789
1520195704.2353985, 30.616666793823242, 32.620399475097656, 989.678955078125, 30.091554641723633, 0.005091364029794931, -0.028464656323194504, 1.0030561685562134, 0.004216980189085007, -0.0006401389837265015, 0.001196681521832943, -5.253061771392822, 18.549257278442383, -32.053627014160156
1520195706.426561, 30.629165649414062, 32.65620803833008, 989.672119140625, 29.447555541992188, 0.008243161253631115, -0.0282234288752079, 1.0035436153411865, 0.0017565898597240448, 0.0032504871487617493, 0.0008472325280308723, -5.173068046569824, 18.662506103515625, -33.715370178222656
1520195708.750391, 30.643749237060547, 32.709922790527344, 989.654541015625, 30.212888717651367, 0.003636688692495227, -0.024363813921809196, 1.006711721420288, -0.0012037083506584167, -0.0015800297260284424, -0.000981425866484642, -5.480072498321533, 18.57486915588379, -32.9454345703125
1520195710.9925432, 30.645832061767578, 32.6383056640625, 989.688232421875, 30.113332748413086, -0.0562785267829895, -0.026293622329831123, 1.0013504028320312, 0.010759193450212479, 0.0012108199298381805, -0.0003694659098982811, -5.166303634643555, 18.09933853149414, -32.757598876953125
"TIME","TEMP_P","TEMP_H","PRESS","HUMID","AccX","AccY","AccZ","GyrX","GyrY","GyrZ","MagX","MagY","MagZ"
1520196042.6389523, 30.787500381469727, 32.871055603027344, 989.6708984375, 29.397777557373047, 0.0016971214208751917, -0.02605239674448967, 1.000862956047058, -0.0015746764838695526, -0.0008560419082641602, -0.0011294586583971977, -2.2104358673095703, 8.364727973937988, -15.220562934875488
1520196044.8118029, 30.770832061767578, 32.78153610229492, 989.668212890625, 29.310667037963867, 0.0026669050566852093, -0.023640137165784836, 1.0042747259140015, -0.0018620118498802185, -0.0011237412691116333, 0.00011284928768873215, -3.7100789546966553, 13.135703086853027, -23.5322208404541
1520196047.0177352, 30.777084350585938, 32.88896179199219, 989.678955078125, 29.011999130249023, 0.002424459205940366, -0.02605239674448967, 1.0030561685562134, -0.002936415374279022, -0.0010179802775382996, -0.0022701583802700043, -4.3913068771362305, 15.610544204711914, -27.137126922607422
1520196049.241209, 30.777084350585938, 32.78153610229492, 989.67578125, 29.29199981689453, 0.0041215806268155575, -0.025811171159148216, 1.0006192922592163, -0.00011244043707847595, -0.0018979273736476898, 0.00019995495676994324, -4.791607856750488, 17.015743255615234, -29.578121185302734
1520196051.4631126, 30.77916717529297, 32.83525085449219, 989.652099609375, 29.276443481445312, 0.005091364029794931, -0.0246050413697958, 1.0011066198349, -0.0009975843131542206, -0.002124149352312088, -0.0010113269090652466, -4.937685489654541, 17.55992317199707, -30.842529296875
1520196053.6867151, 30.768749237060547, 32.78153610229492, 989.65673828125, 29.099111557006836, 0.0046064723283052444, -0.02532871812582016, 1.002325177192688, 0.00020781904458999634, 0.0020751655101776123, -0.0012566084042191505, -5.07059383392334, 17.730392456054688, -31.380279541015625
1520196055.9100833, 30.770832061767578, 32.853153228759766, 989.62646484375, 29.43199920654297, 0.003636688692495227, -0.026534847915172577, 0.9981822967529297, -9.85860824584961e-05, -0.0012811310589313507, -0.0009190766140818596, -5.1437225341796875, 17.63157844543457, -31.737075805664062
1520196058.1040697, 30.78333282470703, 32.871055603027344, 989.563720703125, 29.195554733276367, 0.004364026710391045, -0.024363813921809196, 0.9986696839332581, 0.0008219219744205475, 0.0011296868324279785, -0.0005779201164841652, -5.44022798538208, 17.734771728515625, -32.608577728271484
1520196060.308623, 30.774999618530273, 32.871055603027344, 989.588623046875, 29.148887634277344, 0.003636688692495227, -0.023398911580443382, 1.0059806108474731, 0.0001805722713470459, 0.001013282686471939, -0.0005342960357666016, -5.533244609832764, 17.83960723876953, -32.51110076904297
1520196062.4978726, 30.760417938232422, 32.88896179199219, 989.58544921875, 29.90799903869629, -0.0007405069191008806, -0.02677607536315918, 1.0050058364868164, 0.061814241111278534, 0.03190135955810547, 0.00038796011358499527, -5.621944427490234, 18.17555046081543, -32.933013916015625
"TIME","TEMP_P","TEMP_H","PRESS","HUMID","AccX","AccY","AccZ","GyrX","GyrY","GyrZ","MagX","MagY","MagZ"
1520196187.3402984, 30.81458282470703, 32.871055603027344, 989.5869140625, 29.382221221923828, 0.0029093509074300528, -0.025569945573806763, 0.9998881816864014, 0.0014283135533332825, 0.0012460537254810333, -0.0011294586583971977, -2.544992208480835, 8.784543991088867, -16.002458572387695
1520196189.4976876, 30.820833206176758, 32.853153228759766, 989.570068359375, 29.136444091796875, 0.003636688692495227, -0.024122590199112892, 1.0018377304077148, -0.0009389854967594147, -0.0011282041668891907, -0.0007934365421533585, -3.8409106731414795, 13.288171768188477, -23.74869728088379
1520196191.645796, 30.806249618530273, 32.88896179199219, 989.556640625, 29.749332427978516, -0.061462074518203735, -0.02315768599510193, 1.0025688409805298, -0.00033800676465034485, -0.0005086436867713928, -0.00047466903924942017, -4.60385799407959, 15.433162689208984, -28.001150131225586
1520196193.7942338, 30.81041717529297, 32.90686798095703, 989.541748046875, 29.304443359375, 0.0029093509074300528, -0.024122590199112892, 1.0025688409805298, -0.0005813390016555786, 0.0007273554801940918, -0.0007213223725557327, -4.84611177444458, 16.696346282958984, -30.199424743652344
1520196195.9424663, 30.81041717529297, 32.88896179199219, 989.51416015625, 29.03066635131836, 0.008970499038696289, -0.029188333079218864, 1.0011066198349, 0.011996965855360031, 0.009318457916378975, 0.0004958715289831161, -5.043084621429443, 17.285978317260742, -31.030242919921875
